filename,chromagram,key,coded_key
4014747.LOFI,"[12.209291   13.284033   11.136489   ...  0.19293414  0.12512386
  0.10186389]",C minor,9
571009.LOFI,"[15.327066    5.369496    5.0178885  ...  0.08303359  0.08644756
  0.15888798]",F minor,18
3232851.LOFI,[1.0967187  0.56131595 0.60665625 ... 0.36967558 0.08423226 0.08109261],A minor,1
3519499.LOFI,[1.0319239  0.43658546 0.28447306 ... 0.09160823 0.02992845 0.05967867],G minor,21
1785226.LOFI,[3.1422718  7.0169077  2.8630784  ... 0.2156963  0.0502747  0.15231615],Gb minor,23
3363196.LOFI,[2.091549   6.4051304  1.6084241  ... 0.11248089 1.0781564  0.03242438],E minor,14
3792959.LOFI,[0.10509662 0.05878885 0.1136231  ... 0.0784945  0.16709897 0.38903192],E minor,14
1669939.LOFI,[2.6306546  5.40512    1.563606   ... 0.05834991 0.03803575 0.25909173],E major,15
3424038.LOFI,[1.440349   1.6042843  2.3013797  ... 0.24417074 0.22909133 0.01191967],Db minor,13
1043194.LOFI,"[10.628021    6.8351665   1.2998197  ...  0.05268769  0.16612822
  0.04815529]",Db minor,13
3368117.LOFI,[1.0477785  5.7182727  5.7981157  ... 0.03555713 0.39685485 0.05425787],E minor,14
1757071.LOFI,[2.804053   2.0392942  1.7833581  ... 0.21557398 0.2820072  0.04947414],E minor,14
3661550.LOFI,"[4.7298818e+00 6.6742110e+00 1.8210987e+00 ... 7.5940285e-03 4.0493272e-03
 2.4277799e-02]",A minor,1
3596904.LOFI,[0.09487787 0.07323009 0.00660774 ... 0.24917407 0.6574389  0.12511007],A major,0
472626.LOFI,[1.0029992  1.6383663  0.61894536 ... 0.29508436 0.07131505 0.00473117],G minor,21
4970082.LOFI,[2.6010513  3.9120371  3.1147895  ... 0.06251837 0.2627227  0.08484384],F minor,18
3426022.LOFI,[0.07620226 0.04387556 0.05665866 ... 0.01242955 0.06160749 0.01148577],D minor,11
1822087.LOFI,"[1.4419079e+00 3.2070026e+00 6.9721694e+00 ... 3.1876903e-02 6.5432331e-03
 1.4575514e-02]",B minor,5
973819.LOFI,[2.9108613  7.700655   1.750092   ... 0.2615825  0.39726675 0.8020956 ],F minor,18
3363602.LOFI,[0.76268655 2.6646273  1.0274613  ... 1.9602389  1.0272244  0.99867684],B minor,5
3568459.LOFI,[3.1493814 1.9646903 2.048594  ... 0.4179694 0.2620355 1.2551188],G major,20
1960032.LOFI,[1.2604927  2.145732   0.499692   ... 0.03052779 1.033246   0.06292142],C minor,9
3233653.LOFI,[1.366301   0.6240256  7.3680444  ... 0.01113086 0.04684724 0.08274493],F major,19
853834.LOFI,[3.6752717  3.2419705  8.997286   ... 0.04938912 0.09949328 0.321683  ],E major,15
3284384.LOFI,[1.7347989  3.3581486  2.7398553  ... 0.27818838 0.2588034  0.10508234],A minor,1
3668409.LOFI,[2.5481029  5.619521   6.4283895  ... 0.20166782 0.110627   0.11367751],E minor,14
3228649.LOFI,[4.333975   2.9195092  1.8552631  ... 0.1819816  0.37865448 0.23900932],Ab minor,3
1234669.LOFI,[3.010781   1.8833044  1.3307786  ... 0.0518708  0.12089118 0.47511116],G minor,21
4277742.LOFI,[2.6001117  1.611605   4.5165935  ... 0.48936516 0.10544696 0.11887538],F minor,18
4505122.LOFI,[0.09614268 0.09513626 0.19355497 ... 0.14815012 0.0706702  0.0389347 ],Eb major,16
3572702.LOFI,"[8.0499001e+00 2.6123059e+00 2.5339265e+00 ... 4.2046137e-02 1.2026181e-03
 7.5396872e-04]",E minor,14
774874.LOFI,"[4.7694020e+00 6.5576420e+00 3.8832202e+00 ... 2.4661792e-03 5.0670221e-03
 7.2654441e-02]",B minor,5
3274260.LOFI,[0.03349435 0.02333573 0.02061354 ... 0.04311115 0.07232656 0.28275776],D minor,11
3773561.LOFI,[0.0179522  1.6886793  1.0036651  ... 0.3957581  0.00873713 0.01487541],D minor,11
1927655.LOFI,"[3.1608316e-01 3.9163322e+00 3.0711915e+00 ... 7.7315765e-03 9.4751641e-04
 3.0666970e-02]",G minor,21
774871.LOFI,"[1.8928598e-01 1.1522620e+00 3.4802060e+00 ... 3.6562130e-02 3.2714427e-02
 1.1889598e-03]",B major,4
3402886.LOFI,[0.1671703  1.0394305  0.27679628 ... 0.34126687 0.06586584 0.11854445],Gb major,22
4293025.LOFI,[0.142269   0.16381052 0.15382126 ... 0.04269635 0.20972802 0.29313034],A minor,1
5417860.LOFI,"[ 3.7220984   1.7310367  11.028564   ...  0.11454518  0.10392662
  0.14545335]",Ab minor,3
1792026.LOFI,"[6.3834119e-01 3.7580826e+00 1.4195477e+00 ... 1.9097181e-02 2.0468750e-03
 2.5047255e-01]",D minor,11
1234750.LOFI,"[5.0682312e-01 3.3492761e+00 3.3009696e+00 ... 7.2251167e-04 8.9911336e-01
 1.2166133e-02]",D minor,11
1224698.LOFI,[0.5482117  1.3104857  1.5110071  ... 0.10106262 0.13869028 0.11330447],G major,20
3339291.LOFI,"[2.9684660e+00 8.9300470e+00 2.7542931e-01 ... 8.0687972e-03 3.0659925e-02
 7.0475765e-02]",G minor,21
1787061.LOFI,[0.20625187 0.14526765 0.27370116 ... 0.15148278 0.0775547  0.48900834],Gb minor,23
2049680.LOFI,"[1.8909755e+00 5.9894385e+00 9.8975840e+00 ... 1.4071709e-02 6.6770807e-02
 2.6094071e-03]",F minor,18
1140027.LOFI,[4.0873485  1.2193747  0.7392336  ... 0.1321558  0.13002557 0.06830385],Db minor,13
3298344.LOFI,[0.5442255  2.0974631  2.0869272  ... 0.00389251 0.12973854 0.18923973],F minor,18
677299.LOFI,[0.9831314  1.8661711  2.021364   ... 0.01103813 0.02865595 0.0414193 ],Gb major,22
3114501.LOFI,[0.7933347  0.23677495 0.13326396 ... 0.0614     0.1156965  0.13250197],Bb minor,7
4049579.LOFI,"[2.7634549e+00 5.6555619e+00 1.3778160e+00 ... 1.4297138e-01 4.5129824e-03
 8.7546080e-02]",G minor,21
4086909.LOFI,[1.0738895  0.2936447  9.584277   ... 0.20119223 0.06430903 0.13596845],G minor,21
272788.LOFI,[3.9106228  9.30263    4.487289   ... 0.04613516 0.02747948 0.17378323],Bb major,6
3826491.LOFI,[1.4007142  0.7329781  1.4908097  ... 0.09596404 0.02610775 0.08159276],D minor,11
4996031.LOFI,[0.5355205  1.2085441  0.48174328 ... 0.12251487 0.40978083 0.08831214],F minor,18
4091478.LOFI,[0.13607582 2.0350015  2.730731   ... 0.4153533  0.09478772 0.04921879],A minor,1
1149778.LOFI,[1.3301041  4.5617747  2.50739    ... 0.15031247 0.05642768 0.0576993 ],Gb minor,23
1970992.LOFI,[0.23767138 0.02473467 0.04075694 ... 0.0340331  0.05543331 0.16302925],Ab minor,3
2667501.LOFI,[0.2627801  4.5730057  5.657067   ... 0.06723603 0.07800843 0.06450686],B minor,5
631240.LOFI,"[7.9015040e+00 7.9431462e+00 8.1059265e-01 ... 1.2924807e-01 4.8647393e-04
 6.3756838e-02]",G minor,21
1234748.LOFI,[3.7971113  2.1869116  1.8896221  ... 0.13708906 0.10723426 0.37734884],G minor,21
3939148.LOFI,[0.1752396  5.463903   3.2514634  ... 0.32162476 0.27965477 0.21080188],G minor,21
3116329.LOFI,"[2.2327654e+00 9.0478158e-01 5.0807782e-02 ... 2.8833786e-02 1.0568679e-02
 4.5281602e-04]",G minor,21
1298595.LOFI,[9.60938    0.66485745 1.1402041  ... 0.05388878 0.04404578 0.21938142],F minor,18
822664.LOFI,[1.6657538  0.3782159  0.0515238  ... 0.01861719 0.01606636 0.09782732],Bb minor,7
3024384.LOFI,"[ 2.8258722   2.3250608  10.32171    ...  0.06960076  0.04001226
  0.11197542]",A minor,1
5362946.LOFI,[1.4024155  0.48319066 0.2712615  ... 0.21210855 0.17720594 0.03100679],A minor,1
61415.LOFI,[0.7542789  0.47271854 5.351883   ... 0.10860823 0.28461102 0.09632155],F minor,18
2436729.LOFI,[0.24490403 0.6122257  1.2485192  ... 0.10173246 0.11842236 0.23486617],C minor,9
4661735.LOFI,[3.4544036  6.067032   7.5109     ... 0.6212393  0.4708559  0.08977727],G minor,21
3249708.LOFI,[7.303396   8.863092   3.340423   ... 0.0790959  0.02017099 0.10112   ],F minor,18
4823611.LOFI,[0.37370938 3.9017284  1.3304821  ... 0.09487287 0.13462006 0.02368491],A minor,1
3954191.LOFI,"[6.2622099e+00 1.6482286e+01 8.9627056e+00 ... 2.2664564e-02 1.1837760e-02
 5.0184918e-03]",F minor,18
1316308.LOFI,[0.2873223  0.5856636  0.59415996 ... 0.05083395 0.03654479 0.04338479],G major,20
4863806.LOFI,"[4.2928853e+00 6.7184343e+00 9.2949486e-01 ... 3.7181862e-03 9.0407217e-03
 5.2413423e-02]",F minor,18
3958861.LOFI,[0.01478943 0.23914361 0.35072017 ... 0.1750086  0.07404312 0.18510908],E minor,14
4934196.LOFI,"[1.3399060e+01 1.0071422e+01 3.0551293e+00 ... 6.2087011e-02 5.5222730e-03
 1.1519090e-01]",A minor,1
3383171.LOFI,[0.01028681 0.04441755 0.06380323 ... 0.13737623 0.18296206 0.14491265],A minor,1
4254573.LOFI,[1.3138342  2.5144298  5.1301546  ... 0.00624206 0.44868547 0.08138432],C minor,9
3772753.LOFI,[0.03651608 0.4093098  0.585911   ... 0.1112643  0.03671446 0.00218416],D minor,11
2048940.LOFI,[7.8948383  6.814546   5.0297503  ... 0.54668087 0.571782   0.24988542],G minor,21
2051166.LOFI,[0.03572612 0.05627305 0.04765496 ... 0.77821785 0.60956055 0.26501355],E minor,14
631883.LOFI,"[ 0.17962895 15.717345    5.1738133  ...  0.0821482   0.23578341
  0.03314645]",C minor,9
3211603.LOFI,[4.8132124  0.8602587  3.8673062  ... 0.0872618  0.00527256 0.34415817],C minor,9
4328388.LOFI,"[ 7.394157   10.144562    4.8375597  ...  0.13544089  0.5208162
  0.46840772]",F minor,18
3211733.LOFI,[0.02058231 0.00899774 0.0120826  ... 0.07531396 0.03868314 0.08453543],D minor,11
3794008.LOFI,"[12.648898    4.2201447   2.9878645  ...  0.18161938  0.5146857
  0.02323579]",Db minor,13
3602282.LOFI,[0.02209032 0.51567173 4.420716   ... 0.05456562 0.081213   0.15351291],E minor,14
3667683.LOFI,"[5.3428588e+00 9.0902162e-01 8.6347933e+00 ... 4.7249724e-03 2.1369320e-03
 2.8952928e-03]",G minor,21
907837.LOFI,[0.6397173  4.2326775  1.799866   ... 0.16239335 0.37256056 0.00890466],G minor,21
1706844.LOFI,[0.02145458 0.04360116 0.07149109 ... 0.01679443 0.06798559 0.00992705],Eb major,16
5026646.LOFI,"[ 1.6183063  10.777565    4.9393206  ...  0.10762703  0.05006454
  0.03147643]",F minor,18
1964905.LOFI,"[3.2711494e+00 1.0556090e+00 5.7006593e+00 ... 4.7603875e-02 7.8249387e-03
 3.3153184e-03]",A minor,1
3667215.LOFI,[1.8637595  8.836391   2.5431206  ... 0.03565035 0.17968625 0.19768925],Ab minor,3
3260121.LOFI,[0.00419087 0.01095936 0.02801462 ... 0.00105798 0.00279608 0.00163853],Ab minor,3
2054968.LOFI,"[9.5089220e-02 7.4069147e+00 8.4137249e+00 ... 4.1898978e-03 1.0209885e-02
 3.1392783e-02]",C major,8
4609349.LOFI,[1.5228035  0.48484474 0.0919994  ... 0.2945847  0.23816846 0.04441288],A minor,1
2725284.LOFI,[0.30685952 0.40261686 1.4999275  ... 0.9987923  0.37517402 0.21480864],G minor,21
4955428.LOFI,"[1.5104142e-01 5.3655758e+00 7.0773001e+00 ... 2.6515603e-01 1.3968684e-01
 3.3038713e-03]",Bb minor,7
3518768.LOFI,"[4.1440525e+00 3.2979906e+00 4.6880250e+00 ... 4.5149820e-03 4.1550146e-03
 7.8810789e-03]",Eb major,16
5013910.LOFI,[0.9231719  0.6581047  2.17415    ... 0.04842887 0.14876944 0.19867724],G minor,21
1234670.LOFI,[0.92655337 0.25609678 1.6443676  ... 0.03216552 0.11999004 0.01057754],F minor,18
1944125.LOFI,"[1.6101077e-03 4.0089232e-01 5.4611101e+00 ... 1.7294072e-02 9.4469860e-03
 2.2492324e-01]",C minor,9
4360488.LOFI,"[11.39332     2.0691853  14.632101   ...  0.2790324   0.07612587
  0.17996716]",F minor,18
5263098.LOFI,[0.243839   0.13217232 0.00459953 ... 0.18059051 0.08136657 0.04482517],G minor,21
4231980.LOFI,[0.02497802 0.46403456 0.5084434  ... 0.07388178 0.04862081 0.00238109],C minor,9
1206025.LOFI,[2.084113   5.4965777  5.9933715  ... 0.07466099 0.05144249 0.07158645],A minor,1
1075123.LOFI,[0.6889946  0.5675792  3.0143678  ... 0.08377942 0.06821208 0.10642757],F minor,18
5264038.LOFI,[7.263222   4.4850235  6.625463   ... 0.29515365 0.25128964 0.28426602],E minor,14
3767408.LOFI,[7.108649   0.71672165 2.108321   ... 0.05117425 0.02218351 0.02104471],G minor,21
4995394.LOFI,[1.8879827  3.5404594  3.5383806  ... 0.07194005 0.20658319 0.04580785],Gb minor,23
1194720.LOFI,"[7.1524677e+00 3.4734380e+00 1.6379653e+00 ... 1.4699211e-03 1.4463384e-03
 5.8613021e-02]",D minor,11
3641166.LOFI,[0.9984678  0.2690843  0.09616124 ... 0.04648172 0.02813282 0.00865301],E minor,14
5159593.LOFI,[0.08355914 0.19843781 0.11475025 ... 0.04400731 0.03696031 0.06091723],A minor,1
3228297.LOFI,[0.11173806 0.04317686 0.0721187  ... 0.09508493 0.46609285 0.08557225],B minor,5
1822502.LOFI,[0.22870359 3.460623   8.868454   ... 0.0221137  0.15545224 0.16657703],D minor,11
3628628.LOFI,"[2.9979193e-01 5.7395592e+00 7.7237058e+00 ... 5.2399334e-02 5.9624288e-02
 5.8437139e-03]",B major,4
2435861.LOFI,[1.0287596  0.12483766 0.7613886  ... 0.1212563  0.12921765 0.09149593],C minor,9
4666417.LOFI,[0.1572813  0.18542694 0.29580423 ... 0.19129911 0.01705509 0.24336803],A major,0
4098993.LOFI,[1.6774383  3.0046453  3.1609836  ... 0.02720655 0.04125097 0.12018006],G minor,21
1568217.LOFI,[0.0070157  0.01910606 0.02233485 ... 0.1600411  0.01265809 0.12331495],F major,19
2070773.LOFI,[0.6500096  1.9154682  3.6306548  ... 0.0926383  0.02342984 0.13703851],A minor,1
814290.LOFI,[1.595771   1.0265516  0.84998804 ... 0.5517911  0.32236102 0.3006091 ],E major,15
1978917.LOFI,"[3.3625062e+00 8.3366861e+00 1.5793593e+01 ... 5.1945117e-03 1.5985908e-02
 8.6107524e-03]",D minor,11
1234751.LOFI,[0.2466492  0.02359845 0.0906383  ... 0.04306997 0.05900846 0.26276475],Bb major,6
4868146.LOFI,[0.8258004  0.3599074  0.18917406 ... 0.32730183 0.17241007 0.49858645],F minor,18
74982.LOFI,[0.77184284 2.0939882  3.5175214  ... 0.0342068  0.03171832 0.17319104],C minor,9
4508323.LOFI,[0.00676981 0.0049197  0.01849453 ... 0.09177653 0.0047274  0.02283762],B minor,5
4786362.LOFI,[0.00105471 0.00506544 0.00301521 ... 0.01152257 0.00831664 0.00169771],C minor,9
3822226.LOFI,[0.17304753 0.0501427  0.01283176 ... 0.06964483 0.19602883 0.0113875 ],Ab minor,3
3397932.LOFI,[0.03949848 0.05140582 0.05430733 ... 0.00475277 0.00587377 0.0188743 ],B minor,5
3753635.LOFI,"[17.450523   18.863865   10.338247   ...  0.80285895  0.5602987
  0.9690657 ]",F major,19
4297635.LOFI,[9.035929   6.2660246  0.54689187 ... 0.02024648 0.04337074 0.06939383],B minor,5
1949099.LOFI,[0.54042864 0.43432754 9.888564   ... 0.217452   0.01960246 0.04473135],E minor,14
1033148.LOFI,[0.00249207 0.0491914  0.01725673 ... 0.00756474 0.06448455 0.18064006],F minor,18
3137686.LOFI,[0.06373002 0.12561025 0.03555517 ... 0.22792286 0.32733122 0.17155696],A minor,1
3272873.LOFI,[0.16477491 0.02992147 0.21148878 ... 0.31444275 0.40412918 0.06578878],B minor,5
4983645.LOFI,[3.3216238  2.4081285  8.817667   ... 0.03300099 0.01797154 0.08979346],D minor,11
5276059.LOFI,[0.15665366 1.6274335  0.11729448 ... 0.05234421 0.10227396 0.04685381],C minor,9
4939812.LOFI,"[1.3267411e-01 4.1198459e+00 5.8690219e+00 ... 3.3811457e-03 1.0906404e-01
 2.4597216e-01]",Bb minor,7
2024026.LOFI,[0.38407937 0.18111908 0.03869622 ... 0.06692766 0.0355144  0.01825107],G major,20
3789117.LOFI,[0.19055523 0.19167663 0.07276929 ... 0.03560586 0.31584847 0.01653109],Bb minor,7
209206.LOFI,[0.5678411  5.2447906  1.5429817  ... 0.1582268  0.11943293 0.03023499],G major,20
4153238.LOFI,[7.9997635  2.513916   1.8379902  ... 0.3486981  0.45525184 0.10473163],A minor,1
1041574.LOFI,[0.73189175 0.9299962  0.2568559  ... 0.03551201 0.01982664 0.22681542],Ab major,2
3367553.LOFI,[1.296202   0.8387783  0.3387849  ... 0.32264394 0.24822143 0.16201177],Db minor,13
4452122.LOFI,"[ 5.2606325   8.850331   11.699167   ...  0.12917097  0.32333764
  0.01351636]",Bb minor,7
3395666.LOFI,[1.0121243  2.4609613  3.4515626  ... 0.13226433 0.23372124 0.12451757],Gb minor,23
3317417.LOFI,[1.2846688  0.3865424  0.40967792 ... 0.06635228 0.22719638 0.0658133 ],G minor,21
4498388.LOFI,[4.8637743  1.4430455  0.527826   ... 0.45108497 0.05897652 0.61053175],D minor,11
5015793.LOFI,[0.11158019 0.06225067 0.06635461 ... 0.19568123 0.78129804 0.09920806],C major,8
3178147.LOFI,[0.24741228 0.75651354 0.5695571  ... 0.08993997 0.1122594  0.00404769],A minor,1
1904501.LOFI,[2.9334028  0.6901025  2.294665   ... 0.25273818 0.04569048 0.08980383],C minor,9
5450838.LOFI,[0.02493181 0.20010269 0.04959404 ... 0.65947914 0.11449625 0.17179103],E minor,14
3625788.LOFI,"[1.1586796e+01 1.2112702e+01 4.3794613e+00 ... 8.7945528e-02 4.0970169e-02
 8.8620353e-03]",G minor,21
4066435.LOFI,[0.0025731  0.04524612 0.0425343  ... 0.02405861 0.03602458 0.07575072],Bb minor,7
2673252.LOFI,"[2.1908026e+00 7.6955409e+00 7.6852188e+00 ... 1.0330776e-03 4.6848200e-04
 4.7847286e-02]",C minor,9
2031096.LOFI,[1.2270961  0.47705638 2.3314686  ... 0.3900498  0.01021856 0.01038825],A minor,1
3367551.LOFI,[8.133609   1.9039643  1.8364786  ... 0.45241752 0.30929992 0.23425741],Db minor,13
4657878.LOFI,[0.23584548 1.5187619  1.9503313  ... 0.07747082 0.04388919 0.00232585],Gb minor,23
4325645.LOFI,[6.8590446  4.3452816  0.3897459  ... 0.00975118 0.06046499 0.01657103],C minor,9
835903.LOFI,[0.8393019  4.6027117  6.2050514  ... 0.3988171  0.0084744  0.03937593],D major,10
1983975.LOFI,[1.1403806  5.4610047  2.5305536  ... 0.0579636  0.01801451 0.04293246],Gb minor,23
1725800.LOFI,[8.05576    5.4402804  2.5373027  ... 0.31662422 1.1623852  0.22266728],G minor,21
4060751.LOFI,[4.1410923  6.4261584  2.994477   ... 0.02080704 0.13027126 0.0115048 ],Eb minor,17
2673254.LOFI,[3.8769338  6.4832945  2.8895185  ... 0.02326815 0.05920558 0.5185717 ],D minor,11
4928111.LOFI,"[ 3.832403    6.9022417  12.330586   ...  0.06718333  0.03144639
  0.19987147]",F minor,18
1415239.LOFI,"[ 0.97505444  2.5094416  16.34427    ...  0.09587958  0.31365633
  0.4680416 ]",C minor,9
191347.LOFI,[1.8800825  6.232524   1.6047817  ... 0.3123665  0.14128606 0.02638868],Eb minor,17
4476610.LOFI,[0.07804918 0.07682598 0.17143385 ... 0.19699289 0.03852911 0.1706998 ],Eb minor,17
4062807.LOFI,[8.737747   3.2663686  0.57501674 ... 0.1440967  0.23893088 0.09694037],E minor,14
3858324.LOFI,[7.657232   4.1801586  6.826411   ... 0.02248537 0.13591643 0.0197866 ],B minor,5
1982269.LOFI,[8.239481   7.798538   0.9673962  ... 0.055692   0.08686022 0.03534274],A minor,1
3629920.LOFI,[3.2133353  0.901608   0.5084696  ... 0.06422189 0.02813337 0.28728116],G minor,21
4021075.LOFI,[0.10358735 0.07831105 0.01394412 ... 0.43755078 0.97959304 1.1344247 ],F minor,18
1161249.LOFI,[2.7365186  3.2561352  9.282261   ... 0.44567904 0.04047477 0.21704248],G minor,21
3361909.LOFI,[0.38314644 0.40975934 0.04971544 ... 0.19661605 0.00294297 0.04010256],Eb major,16
1981501.LOFI,[0.5044623  4.6523457  1.3929157  ... 0.02998209 0.05085886 0.04026035],A minor,1
10089.LOFI,[0.49697235 1.3398793  0.67518795 ... 0.27616042 0.13079312 0.01754471],D major,10
2760321.LOFI,[0.07384731 0.09857235 0.12162212 ... 0.17817765 0.05230773 0.02228063],C major,8
1792100.LOFI,[0.00664858 0.00629147 0.04603374 ... 0.8891582  0.14812742 0.16316618],C minor,9
846900.LOFI,[1.9375466  1.8549757  2.228004   ... 0.04816455 0.03895925 0.02305288],E major,15
3892740.LOFI,[1.2176371  1.1113136  4.613569   ... 0.14459498 0.14448822 0.08225726],D major,10
2447748.LOFI,[9.377765   8.301983   7.9648633  ... 0.15879045 0.04914035 0.07781884],Ab minor,3
3725440.LOFI,[0.81573725 0.66390276 2.5478065  ... 0.00380867 0.03529798 0.6109999 ],F minor,18
1017921.LOFI,[0.05268104 0.07806079 0.16719814 ... 0.13803232 0.17035529 0.34044272],B major,4
5081990.LOFI,"[1.4091966e+00 5.2751726e-01 3.1692049e-01 ... 7.8230823e-04 3.6923941e-03
 1.4483756e-01]",Gb minor,23
3958755.LOFI,[6.282697   3.135375   2.2651138  ... 0.03110662 0.04561296 0.01643699],Eb minor,17
3696226.LOFI,[0.04471255 0.87159324 0.6379405  ... 0.01213952 0.08223689 0.2209946 ],Ab minor,3
5078640.LOFI,[0.5991199  0.25961617 0.2671182  ... 0.10501473 0.06522318 0.08739331],F minor,18
2007977.LOFI,"[12.259584    4.2032366   1.5839195  ...  0.67612106  1.060616
  0.14026885]",Db minor,13
3390952.LOFI,"[6.4350858e-02 9.3320198e+00 2.9006264e+00 ... 2.2439368e-03 2.3450397e-01
 3.3117458e-02]",C minor,9
205597.LOFI,"[4.1103745e-01 8.3028975e+00 7.9491091e+00 ... 7.8266904e-02 4.5150511e-02
 6.9805547e-03]",G minor,21
3014118.LOFI,[0.06701945 0.76722175 1.766909   ... 0.00606917 0.00181264 0.0429258 ],E minor,14
3367555.LOFI,[1.5761181  0.36613238 0.26158252 ... 0.48747763 0.04641514 0.10724764],Eb minor,17
1991458.LOFI,[0.28399354 4.1256285  5.6622257  ... 0.14553122 0.0761696  0.29568934],B minor,5
1004923.LOFI,[1.762724   0.6408752  0.02133855 ... 0.08150996 0.04903895 0.09557468],C minor,9
3387619.LOFI,[0.06545009 0.00946056 0.01553243 ... 0.04982841 0.1416824  0.04187005],A minor,1
1234668.LOFI,[2.1196995  0.9095292  2.4478097  ... 0.2244571  0.11328162 0.48714113],G minor,21
3302451.LOFI,[0.68629843 0.18505208 0.5359121  ... 0.52582234 0.13392682 0.3332212 ],B minor,5
3402888.LOFI,[2.2365105  0.71317035 0.32199338 ... 0.09639267 0.23578352 0.07319363],D minor,11
203493.LOFI,[0.11050091 4.6110077  2.8494744  ... 0.03556171 0.0787453  0.17777406],G minor,21
495905.LOFI,[0.52445364 2.0854104  1.812776   ... 0.1840775  0.46595603 0.06139717],Bb minor,7
4014749.LOFI,[1.110259   2.772946   0.25335565 ... 0.01472184 0.01738189 0.00562602],C minor,9
4202763.LOFI,[1.9090645  0.7576869  6.6498117  ... 0.07147012 0.02975774 0.00929862],A minor,1
1990297.LOFI,"[ 7.729909   10.703992    1.6210608  ...  0.06651007  0.0765626
  0.05173701]",A minor,1
3400782.LOFI,"[9.0201640e-01 3.4470695e-01 5.9077787e-01 ... 6.4805211e-03 3.0413276e-04
 1.0742429e-03]",F minor,18
3015217.LOFI,[0.08107504 0.1123978  0.13184553 ... 0.06636127 0.139178   0.13777897],F minor,18
1257593.LOFI,[3.6354032  0.5037539  1.4300116  ... 0.01307275 0.00508293 0.07698789],B minor,5
3377323.LOFI,[0.01188166 0.02259638 0.07925431 ... 0.00576893 0.0035225  0.05236764],F minor,18
3561744.LOFI,[0.09787625 0.16530822 0.09896665 ... 0.25545472 0.06378087 0.21341102],G minor,21
1682815.LOFI,"[3.1691730e+00 6.6405373e+00 9.7543669e-01 ... 3.6563996e-02 1.6062964e-03
 6.6442825e-02]",C minor,9
975137.LOFI,"[1.3420162e+01 9.4400215e+00 6.3447967e+00 ... 1.0341927e-03 1.0449453e-02
 8.2106113e-02]",C minor,9
847422.LOFI,[0.11639536 0.20597176 0.17153314 ... 0.25665265 0.09865412 0.1043784 ],A minor,1
1792506.LOFI,[0.51908034 0.4983616  2.15074    ... 0.12065304 0.02619398 0.2004769 ],D minor,11
3354212.LOFI,[0.08080526 0.03489388 0.01639262 ... 0.0576961  0.03263286 0.02932266],Gb major,22
3789116.LOFI,[2.109074   9.371392   4.313979   ... 0.03645467 0.02347461 0.07602182],E minor,14
208158.LOFI,"[ 9.384982   11.500589   14.161336   ...  0.26926965  0.21652557
  0.4180353 ]",E minor,14
2434664.LOFI,[6.8006687  1.6018592  2.4417207  ... 0.18582691 0.05352369 0.53640985],C major,8
400259.LOFI,[0.23860992 0.0931281  0.11661686 ... 0.8360384  0.3112229  0.8152851 ],G minor,21
1681077.LOFI,"[2.2348027e+00 3.9903122e-01 3.1253535e-02 ... 1.8606738e-04 4.9633899e-04
 4.1503709e-02]",Ab minor,3
3338963.LOFI,[0.26544654 0.2583636  0.03935382 ... 0.18711038 0.50882673 0.3306524 ],G minor,21
3633852.LOFI,[0.29358044 1.8484242  1.2220173  ... 0.0074539  0.07424794 0.07817245],B minor,5
4302974.LOFI,[0.05003943 0.0700698  0.07379169 ... 0.32712036 0.09756649 0.00934262],E minor,14
2448121.LOFI,[0.00218878 0.00873683 0.00627768 ... 0.08978584 0.43396148 0.08156644],F minor,18
3757006.LOFI,[7.2064795  5.686522   1.282116   ... 0.03546707 0.08489868 0.39845127],Eb major,16
5005412.LOFI,[0.01803172 0.86838114 0.7920694  ... 0.08040722 0.14027236 0.8920029 ],G minor,21
981591.LOFI,"[2.9035842e+00 8.4952068e+00 6.7036635e-01 ... 4.3875226e-03 9.2748543e-03
 1.1902150e-01]",Bb minor,7
3172588.LOFI,"[1.9593311e+01 7.8825803e+00 2.0101895e+00 ... 1.9578906e-02 2.6139716e-02
 5.2534294e-01]",B minor,5
4320199.LOFI,[0.70771086 0.63387185 0.7575551  ... 0.00359768 0.03949871 0.13953023],Eb minor,17
3776015.LOFI,[0.81523985 0.83674526 0.7038274  ... 0.06006257 0.0505751  0.04578953],Ab minor,3
3958398.LOFI,[0.10053777 3.0895033  4.883218   ... 0.00787849 0.0799299  0.03286842],G minor,21
4996389.LOFI,"[ 4.5617404   2.2071667  10.666246   ...  0.05425625  0.32697934
  0.01964702]",A minor,1
3288636.LOFI,[2.40249    8.801098   1.8473929  ... 0.19980215 0.37684503 0.02358058],A minor,1
4688833.LOFI,[0.3178498  4.759188   4.478456   ... 0.00911228 0.03483723 0.0126684 ],A minor,1
3841927.LOFI,[2.120365   1.8617631  0.46942252 ... 0.05076793 0.3332934  0.0211206 ],C minor,9
4898455.LOFI,"[ 7.304761   10.141384    0.6550882  ...  0.31682     0.03389595
  0.09232678]",F minor,18
3432247.LOFI,[0.00084476 0.01077719 0.10373275 ... 0.1304149  0.05756398 0.18661317],E minor,14
3165770.LOFI,[0.9544217  8.311246   1.8303663  ... 0.06578482 0.16593671 0.03907893],E minor,14
883724.LOFI,[3.103781   1.3425378  1.5981264  ... 0.01522934 0.05255268 0.21199174],F minor,18
