filename,chromagram,key,coded_key
3015217.LOFI,[255 255 255 ... 255 255 255],F minor,18
1257593.LOFI,[255 255 255 ... 255 255 255],B minor,5
3377323.LOFI,[255 255 255 ... 255 255 255],F minor,18
3561744.LOFI,[255 255 255 ... 255 255 255],G minor,21
1682815.LOFI,[255 255 255 ... 255 255 255],C minor,9
975137.LOFI,[255 255 255 ... 255 255 255],C minor,9
847422.LOFI,[255 255 255 ... 255 255 255],A minor,1
1792506.LOFI,[255 255 255 ... 255 255 255],D minor,11
3354212.LOFI,[255 255 255 ... 255 255 255],Gb major,22
3789116.LOFI,[255 255 255 ... 255 255 255],E minor,14
208158.LOFI,[255 255 255 ... 255 255 255],E minor,14
2434664.LOFI,[255 255 255 ... 255 255 255],C major,8
400259.LOFI,[255 255 255 ... 255 255 255],G minor,21
1681077.LOFI,[255 255 255 ... 255 255 255],Ab minor,3
3338963.LOFI,[255 255 255 ... 255 255 255],G minor,21
3633852.LOFI,[255 255 255 ... 255 255 255],B minor,5
4302974.LOFI,[255 255 255 ... 255 255 255],E minor,14
2448121.LOFI,[255 255 255 ... 255 255 255],F minor,18
3757006.LOFI,[255 255 255 ... 255 255 255],Eb major,16
5005412.LOFI,[255 255 255 ... 255 255 255],G minor,21
981591.LOFI,[255 255 255 ... 255 255 255],Bb minor,7
3172588.LOFI,[255 255 255 ... 255 255 255],B minor,5
4320199.LOFI,[255 255 255 ... 255 255 255],Eb minor,17
3776015.LOFI,[255 255 255 ... 255 255 255],Ab minor,3
3958398.LOFI,[255 255 255 ... 255 255 255],G minor,21
4996389.LOFI,[255 255 255 ... 255 255 255],A minor,1
3288636.LOFI,[255 255 255 ... 255 255 255],A minor,1
4688833.LOFI,[255 255 255 ... 255 255 255],A minor,1
3841927.LOFI,[255 255 255 ... 255 255 255],C minor,9
4898455.LOFI,[255 255 255 ... 255 255 255],F minor,18
3432247.LOFI,[255 255 255 ... 255 255 255],E minor,14
3165770.LOFI,[255 255 255 ... 255 255 255],E minor,14
883724.LOFI,[255 255 255 ... 255 255 255],F minor,18
3364661.LOFI,[255 255 255 ... 255 255 255],A major,0
3271514.LOFI,[255 255 255 ... 255 255 255],A minor,1
3129757.LOFI,[255 255 255 ... 255 255 255],Db minor,13
3409548.LOFI,[255 255 255 ... 255 255 255],Eb minor,17
2029598.LOFI,[255 255 255 ... 255 255 255],E minor,14
2047796.LOFI,[255 255 255 ... 255 255 255],D minor,11
4093657.LOFI,[255 255 255 ... 255 255 255],Db minor,13
3858289.LOFI,[255 255 255 ... 255 255 255],A minor,1
4045225.LOFI,[255 255 255 ... 255 255 255],Db minor,13
4093908.LOFI,[255 255 255 ... 255 255 255],C minor,9
4450726.LOFI,[255 255 255 ... 255 255 255],E major,15
1650933.LOFI,[255 255 255 ... 255 255 255],Eb minor,17
4960012.LOFI,[255 255 255 ... 255 255 255],G minor,21
5302340.LOFI,[255 255 255 ... 255 255 255],C minor,9
4817706.LOFI,[255 255 255 ... 255 255 255],Db minor,13
5048249.LOFI,[255 255 255 ... 255 255 255],A minor,1
4328155.LOFI,[255 255 255 ... 255 255 255],C minor,9
4723905.LOFI,[255 255 255 ... 255 255 255],F minor,18
4955940.LOFI,[255 255 255 ... 255 255 255],Ab minor,3
5073839.LOFI,[255 255 255 ... 255 255 255],B major,4
2026524.LOFI,[255 255 255 ... 255 255 255],Eb minor,17
3246151.LOFI,[255 255 255 ... 255 255 255],Bb minor,7
4596347.LOFI,[255 255 255 ... 255 255 255],F minor,18
611797.LOFI,[255 255 255 ... 255 255 255],A major,0
3372108.LOFI,[255 255 255 ... 255 255 255],Eb minor,17
4315749.LOFI,[255 255 255 ... 255 255 255],F minor,18
1690921.LOFI,[255 255 255 ... 255 255 255],D minor,11
3426285.LOFI,[255 255 255 ... 255 255 255],Eb minor,17
1880732.LOFI,[255 255 255 ... 255 255 255],Eb minor,17
5035524.LOFI,[255 255 255 ... 255 255 255],E minor,14
891993.LOFI,[255 255 255 ... 255 255 255],D major,10
1105632.LOFI,[255 255 255 ... 255 255 255],C minor,9
4956417.LOFI,[255 255 255 ... 255 255 255],Eb minor,17
4262569.LOFI,[255 255 255 ... 255 255 255],Eb minor,17
4167325.LOFI,[255 255 255 ... 255 255 255],F minor,18
5120298.LOFI,[255 255 255 ... 255 255 255],F minor,18
1198688.LOFI,[255 255 255 ... 255 255 255],D minor,11
3186615.LOFI,[255 255 255 ... 255 255 255],F minor,18
3571314.LOFI,[255 255 255 ... 255 255 255],Db minor,13
3629467.LOFI,[255 255 255 ... 255 255 255],Db minor,13
5431709.LOFI,[255 255 255 ... 255 255 255],C minor,9
4950604.LOFI,[255 255 255 ... 255 255 255],F minor,18
305771.LOFI,[255 255 255 ... 255 255 255],C minor,9
5049808.LOFI,[255 255 255 ... 255 255 255],Ab minor,3
1007941.LOFI,[255 255 255 ... 255 255 255],F minor,18
4779657.LOFI,[255 255 255 ... 255 255 255],Bb major,6
3349486.LOFI,[255 255 255 ... 255 255 255],F minor,18
3526370.LOFI,[255 255 255 ... 255 255 255],G minor,21
1037507.LOFI,[255 255 255 ... 255 255 255],G major,20
1809174.LOFI,[255 255 255 ... 255 255 255],A major,0
4934251.LOFI,[255 255 255 ... 255 255 255],C minor,9
4166222.LOFI,[255 255 255 ... 255 255 255],E minor,14
4399289.LOFI,[255 255 255 ... 255 255 255],C major,8
2059625.LOFI,[255 255 255 ... 255 255 255],Gb minor,23
4824580.LOFI,[255 255 255 ... 255 255 255],C minor,9
4997194.LOFI,[255 255 255 ... 255 255 255],Ab minor,3
4433083.LOFI,[255 255 255 ... 255 255 255],Bb minor,7
1575015.LOFI,[255 255 255 ... 255 255 255],A minor,1
4191993.LOFI,[255 255 255 ... 255 255 255],E minor,14
1781139.LOFI,[255 255 255 ... 255 255 255],C minor,9
3262951.LOFI,[255 255 255 ... 255 255 255],C minor,9
4927548.LOFI,[255 255 255 ... 255 255 255],F minor,18
2438899.LOFI,[255 255 255 ... 255 255 255],Bb minor,7
1864037.LOFI,[255 255 255 ... 255 255 255],Db minor,13
4840289.LOFI,[255 255 255 ... 255 255 255],E minor,14
1650934.LOFI,[255 255 255 ... 255 255 255],F minor,18
1178656.LOFI,[255 255 255 ... 255 255 255],C minor,9
1026478.LOFI,[255 255 255 ... 255 255 255],F minor,18
3257231.LOFI,[255 255 255 ... 255 255 255],E minor,14
3930672.LOFI,[255 255 255 ... 255 255 255],D minor,11
4275052.LOFI,[255 255 255 ... 255 255 255],D major,10
634032.LOFI,[255 255 255 ... 255 255 255],E minor,14
992081.LOFI,[255 255 255 ... 255 255 255],E major,15
1611446.LOFI,[255 255 255 ... 255 255 255],Ab minor,3
1052744.LOFI,[255 255 255 ... 255 255 255],G minor,21
4755348.LOFI,[255 255 255 ... 255 255 255],G minor,21
3813682.LOFI,[255 255 255 ... 255 255 255],G minor,21
3992511.LOFI,[255 255 255 ... 255 255 255],Eb minor,17
1234752.LOFI,[255 255 255 ... 255 255 255],B minor,5
3759800.LOFI,[255 255 255 ... 255 255 255],B minor,5
877345.LOFI,[255 255 255 ... 255 255 255],Eb major,16
667508.LOFI,[255 255 255 ... 255 255 255],D minor,11
923397.LOFI,[255 255 255 ... 255 255 255],Bb minor,7
4693198.LOFI,[255 255 255 ... 255 255 255],E major,15
4234612.LOFI,[255 255 255 ... 255 255 255],C minor,9
3969868.LOFI,[255 255 255 ... 255 255 255],F minor,18
2440193.LOFI,[255 255 255 ... 255 255 255],A minor,1
3642384.LOFI,[255 255 255 ... 255 255 255],Eb minor,17
3686302.LOFI,[255 255 255 ... 255 255 255],D minor,11
1948785.LOFI,[255 255 255 ... 255 255 255],E minor,14
3545728.LOFI,[255 255 255 ... 255 255 255],F minor,18
3229038.LOFI,[255 255 255 ... 255 255 255],Eb major,16
873455.LOFI,[255 255 255 ... 255 255 255],E minor,14
4200490.LOFI,[255 255 255 ... 255 255 255],Gb minor,23
3517044.LOFI,[255 255 255 ... 255 255 255],F minor,18
1161234.LOFI,[255 255 255 ... 255 255 255],C major,8
3402887.LOFI,[255 255 255 ... 255 255 255],F minor,18
4941208.LOFI,[255 255 255 ... 255 255 255],F minor,18
1406309.LOFI,[255 255 255 ... 255 255 255],B minor,5
3389317.LOFI,[255 255 255 ... 255 255 255],A minor,1
1549964.LOFI,[255 255 255 ... 255 255 255],Db minor,13
1468437.LOFI,[255 255 255 ... 255 255 255],B minor,5
3344291.LOFI,[255 255 255 ... 255 255 255],D minor,11
997308.LOFI,[255 255 255 ... 255 255 255],C major,8
1771577.LOFI,[255 255 255 ... 255 255 255],G minor,21
1673811.LOFI,[255 255 255 ... 255 255 255],D major,10
3997722.LOFI,[255 255 255 ... 255 255 255],F minor,18
1950170.LOFI,[255 255 255 ... 255 255 255],Bb minor,7
3713557.LOFI,[255 255 255 ... 255 255 255],Bb minor,7
975138.LOFI,[255 255 255 ... 255 255 255],D minor,11
4088665.LOFI,[255 255 255 ... 255 255 255],D minor,11
4107957.LOFI,[255 255 255 ... 255 255 255],Db minor,13
1494159.LOFI,[255 255 255 ... 255 255 255],Eb minor,17
3379400.LOFI,[255 255 255 ... 255 255 255],C minor,9
3642409.LOFI,[255 255 255 ... 255 255 255],Ab minor,3
3568438.LOFI,[255 255 255 ... 255 255 255],Ab major,2
3938837.LOFI,[255 255 255 ... 255 255 255],E minor,14
4815758.LOFI,[255 255 255 ... 255 255 255],C minor,9
3703893.LOFI,[255 255 255 ... 255 255 255],E major,15
3467773.LOFI,[255 255 255 ... 255 255 255],Bb minor,7
3625787.LOFI,[255 255 255 ... 255 255 255],C minor,9
4540971.LOFI,[255 255 255 ... 255 255 255],Bb minor,7
4995597.LOFI,[255 255 255 ... 255 255 255],C major,8
2053495.LOFI,[255 255 255 ... 255 255 255],B minor,5
4188100.LOFI,[255 255 255 ... 255 255 255],Bb minor,7
